serial_number,drone_type,bandwidth_from,id_from,bandwidth_to,id_to,ratio,bandwidth_pair
SerialNumber_3,Mavic 3E/3T/3M,20MHz,522,40MHz,1199,2.296934865900383,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,2,0.012121212121212121,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,387,2.3454545454545452,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,504,3.0545454545454547,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,486,2.9454545454545453,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,156,0.9454545454545454,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,620,3.757575757575758,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,367,2.224242424242424,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,1046,6.33939393939394,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,165,40MHz,1199,7.266666666666667,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,2,0.003816793893129771,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,387,0.7385496183206107,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,504,0.9618320610687023,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,486,0.9274809160305344,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,156,0.29770992366412213,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,620,1.183206106870229,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,367,0.700381679389313,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,1046,1.9961832061068703,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,524,40MHz,1199,2.2881679389312977,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,2,0.004201680672268907,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,387,0.8130252100840336,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,504,1.0588235294117647,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,486,1.0210084033613445,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,156,0.3277310924369748,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,620,1.3025210084033614,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,367,0.7710084033613446,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,1046,2.197478991596639,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,476,40MHz,1199,2.51890756302521,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,2,0.007936507936507936,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,387,1.5357142857142858,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,504,2.0,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,486,1.9285714285714286,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,156,0.6190476190476191,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,620,2.4603174603174605,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,367,1.4563492063492063,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,1046,4.150793650793651,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,20MHz,252,40MHz,1199,4.757936507936508,20MHz_to_40MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,10MHz,195,97.5,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,10MHz,147,73.5,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,10MHz,146,73.0,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,10MHz,195,0.5038759689922481,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,10MHz,147,0.3798449612403101,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,10MHz,146,0.3772609819121447,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,10MHz,195,0.3869047619047619,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,10MHz,147,0.2916666666666667,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,10MHz,146,0.2896825396825397,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,10MHz,195,0.4012345679012346,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,10MHz,147,0.30246913580246915,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,10MHz,146,0.3004115226337449,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,10MHz,195,1.25,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,10MHz,147,0.9423076923076923,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,10MHz,146,0.9358974358974359,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,10MHz,195,0.31451612903225806,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,10MHz,147,0.23709677419354838,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,10MHz,146,0.23548387096774193,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,10MHz,195,0.5313351498637602,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,10MHz,147,0.40054495912806537,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,10MHz,146,0.3978201634877384,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,10MHz,195,0.1864244741873805,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,10MHz,147,0.14053537284894838,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,10MHz,146,0.13957934990439771,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,10MHz,195,0.16263552960800667,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,10MHz,147,0.12260216847372811,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,10MHz,146,0.12176814011676397,40MHz_to_10MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,116,58.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,223,111.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,55,27.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,54,27.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,569,284.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,600,300.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,525,262.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,568,284.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,1,0.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,523,261.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,522,261.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,165,82.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,524,262.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,476,238.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,2,20MHz,252,126.0,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,116,0.2997416020671835,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,223,0.5762273901808785,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,55,0.1421188630490956,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,54,0.13953488372093023,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,569,1.4702842377260983,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,600,1.550387596899225,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,525,1.3565891472868217,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,568,1.4677002583979328,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,1,0.002583979328165375,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,523,1.351421188630491,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,522,1.3488372093023255,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,165,0.4263565891472868,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,524,1.3540051679586564,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,476,1.2299741602067182,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,387,20MHz,252,0.6511627906976745,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,116,0.23015873015873015,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,223,0.44246031746031744,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,55,0.10912698412698413,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,54,0.10714285714285714,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,569,1.128968253968254,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,600,1.1904761904761905,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,525,1.0416666666666667,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,568,1.126984126984127,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,1,0.001984126984126984,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,523,1.0376984126984128,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,522,1.0357142857142858,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,165,0.3273809523809524,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,524,1.0396825396825398,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,476,0.9444444444444444,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,504,20MHz,252,0.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,116,0.23868312757201646,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,223,0.4588477366255144,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,55,0.11316872427983539,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,54,0.1111111111111111,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,569,1.1707818930041152,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,600,1.2345679012345678,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,525,1.0802469135802468,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,568,1.168724279835391,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,1,0.00205761316872428,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,523,1.0761316872427984,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,522,1.0740740740740742,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,165,0.3395061728395062,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,524,1.0781893004115226,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,476,0.9794238683127572,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,486,20MHz,252,0.5185185185185185,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,116,0.7435897435897436,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,223,1.4294871794871795,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,55,0.3525641025641026,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,54,0.34615384615384615,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,569,3.6474358974358974,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,600,3.8461538461538463,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,525,3.3653846153846154,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,568,3.641025641025641,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,1,0.00641025641025641,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,523,3.3525641025641026,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,522,3.3461538461538463,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,165,1.0576923076923077,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,524,3.358974358974359,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,476,3.051282051282051,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,156,20MHz,252,1.6153846153846154,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,116,0.1870967741935484,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,223,0.3596774193548387,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,55,0.08870967741935484,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,54,0.08709677419354839,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,569,0.917741935483871,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,600,0.967741935483871,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,525,0.8467741935483871,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,568,0.9161290322580645,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,1,0.0016129032258064516,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,523,0.8435483870967742,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,522,0.8419354838709677,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,165,0.2661290322580645,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,524,0.8451612903225807,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,476,0.7677419354838709,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,620,20MHz,252,0.4064516129032258,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,116,0.31607629427792916,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,223,0.6076294277929155,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,55,0.14986376021798364,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,54,0.14713896457765668,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,569,1.550408719346049,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,600,1.6348773841961852,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,525,1.430517711171662,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,568,1.547683923705722,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,1,0.0027247956403269754,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,523,1.4250681198910082,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,522,1.422343324250681,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,165,0.44959128065395093,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,524,1.4277929155313351,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,476,1.2970027247956404,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,367,20MHz,252,0.6866485013623979,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,116,0.11089866156787763,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,223,0.21319311663479923,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,55,0.052581261950286805,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,54,0.05162523900573614,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,569,0.5439770554493308,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,600,0.5736137667304015,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,525,0.5019120458891013,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,568,0.5430210325047801,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,1,0.0009560229445506692,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,523,0.5,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,522,0.49904397705544934,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,165,0.1577437858508604,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,524,0.5009560229445507,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,476,0.45506692160611856,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1046,20MHz,252,0.24091778202676864,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,116,0.09674728940783987,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,223,0.1859883236030025,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,55,0.045871559633027525,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,54,0.045037531276063386,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,569,0.4745621351125938,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,600,0.5004170141784821,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,525,0.4378648874061718,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,568,0.4737281067556297,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,1,0.0008340283569641367,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,523,0.4361968306922435,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,522,0.4353628023352794,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,165,0.13761467889908258,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,524,0.4370308590492077,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,476,0.3969974979149291,40MHz_to_20MHz
SerialNumber_3,Mavic 3E/3T/3M,40MHz,1199,20MHz,252,0.21017514595496248,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,223,1.1435897435897435,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,569,2.917948717948718,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,54,0.27692307692307694,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,523,2.682051282051282,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,114,0.5846153846153846,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,20MHz,522,2.6769230769230767,10MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,40MHz,1046,5.364102564102564,10MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,10MHz,195,40MHz,387,1.9846153846153847,10MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,223,10MHz,195,0.874439461883408,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,569,10MHz,195,0.3427065026362039,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,54,10MHz,195,3.611111111111111,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,523,10MHz,195,0.372848948374761,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,114,10MHz,195,1.7105263157894737,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,522,10MHz,195,0.3735632183908046,20MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,20MHz,223,40MHz,1046,4.690582959641255,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,223,40MHz,387,1.7354260089686098,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,55,40MHz,1046,19.01818181818182,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,55,40MHz,387,7.036363636363636,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,600,40MHz,1046,1.7433333333333334,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,600,40MHz,387,0.645,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,569,40MHz,1046,1.8383128295254834,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,569,40MHz,387,0.680140597539543,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,54,40MHz,1046,19.37037037037037,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,54,40MHz,387,7.166666666666667,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,523,40MHz,1046,2.0,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,523,40MHz,387,0.739961759082218,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,114,40MHz,1046,9.175438596491228,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,114,40MHz,387,3.3947368421052633,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,522,40MHz,1046,2.003831417624521,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,20MHz,522,40MHz,387,0.7413793103448276,20MHz_to_40MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,10MHz,195,0.1864244741873805,40MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,10MHz,195,0.5038759689922481,40MHz_to_10MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,223,0.21319311663479923,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,55,0.052581261950286805,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,600,0.5736137667304015,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,569,0.5439770554493308,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,54,0.05162523900573614,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,523,0.5,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,114,0.1089866156787763,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,1046,20MHz,522,0.49904397705544934,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,223,0.5762273901808785,40MHz_to_20MHz
SerialNumber_30,Mavic Mini 2,40MHz,387,20MHz,55,0.1421188630490956,40MHz_to_20MHz
